TS1,TS2
3.776,4.753
3.772,4.688
3.778,4.617
3.786,4.544
3.794,4.465
3.805,4.38
3.82,4.294
3.841,4.192
3.861,4.084
3.889,3.967
3.916,3.838
3.948,3.705
3.983,3.557
4.017,3.394
4.053,3.227
4.098,3.053
4.148,2.873
4.192,2.689
4.239,2.508
4.284,2.332
4.332,2.155
4.381,2.002
4.428,1.851
4.476,1.731
4.527,1.625
4.572,1.548
4.614,1.49
4.649,1.457
4.687,1.448
4.72,1.467
4.748,1.505
4.775,1.566
4.789,1.646
4.807,1.741
4.815,1.845
4.816,1.952
4.814,2.066
4.805,2.181
4.787,2.291
4.761,2.394
4.733,2.492
4.696,2.58
4.648,2.653
4.604,2.717
4.54,2.773
4.476,2.816
4.409,2.851
4.326,2.884
4.247,2.906
4.154,2.927
4.06,2.945
3.965,2.979
3.863,3.006
3.761,3.046
3.655,3.091
3.538,3.142
3.432,3.214
3.321,3.299
3.212,3.383
3.094,3.484
2.99,3.599
2.88,3.719
2.768,3.839
2.674,3.973
2.575,4.109
2.48,4.243
2.4,4.383
2.31,4.495
2.238,4.617
2.171,4.715
2.112,4.802
2.055,4.864
2.011,4.899
1.973,4.918
1.947,4.905
1.931,4.856
1.92,4.779
1.917,4.674
1.926,4.532
1.945,4.369
1.966,4.168
1.999,3.942
2.041,3.698
2.093,3.442
2.148,3.171
2.214,2.895
2.28,2.621
2.356,2.356
2.436,2.105
2.522,1.881
2.612,1.681
2.705,1.513
2.795,1.38
2.892,1.29
2.988,1.239
3.084,1.234
3.184,1.272
3.27,1.342
3.361,1.458
3.449,1.604
3.528,1.777
3.612,1.973
3.685,2.181
3.752,2.403
3.816,2.628
3.874,2.85
3.92,3.056
3.961,3.254
3.99,3.427
4.019,3.584
4.034,3.725
4.046,3.835
4.041,3.925
4.037,3.993
4.02,4.042
4.002,4.077
3.973,4.103
3.932,4.119
3.886,4.133
3.841,4.152
3.78,4.171
3.718,4.197
3.652,4.23
3.587,4.278
3.517,4.337
3.44,4.406
3.368,4.491
3.289,4.576
3.211,4.667
3.134,4.763
3.068,4.866
2.995,4.954
2.924,5.036
2.858,5.107
2.802,5.162
2.745,5.199
2.694,5.218
2.653,5.212
2.616,5.187
2.584,5.137
2.558,5.072
2.545,4.977
2.541,4.879
2.535,4.753
2.543,4.625
2.556,4.496
2.582,4.364
2.613,4.226
2.65,4.105
2.694,3.993
2.747,3.892
2.802,3.803
2.866,3.745
2.938,3.707
3.008,3.682
3.086,3.686
3.172,3.703
3.252,3.754
3.341,3.814
3.431,3.897
3.523,3.986
3.617,4.091
3.702,4.196
3.795,4.303
3.884,4.403
3.973,4.506
4.058,4.598
4.14,4.672
4.216,4.735
4.297,4.778
4.368,4.803
4.436,4.811
4.499,4.796
4.559,4.758
4.611,4.7
4.659,4.626
4.702,4.538
4.737,4.434
4.767,4.319
4.798,4.198
4.82,4.072
4.837,3.942
4.851,3.821
4.854,3.695
4.859,3.584
4.86,3.484
4.855,3.393
4.842,3.322
4.831,3.268
4.813,3.227
4.798,3.214
4.774,3.212
4.748,3.232
4.721,3.268
4.696,3.323
4.665,3.389
4.636,3.478
4.601,3.568
4.566,3.674
4.535,3.791
4.502,3.902
4.466,4.017
4.437,4.136
4.401,4.247
4.365,4.351
4.329,4.446
4.296,4.53
4.261,4.604
4.233,4.673
4.199,4.716
4.171,4.754
4.138,4.772
4.112,4.787
4.082,4.783
4.055,4.77
4.029,4.753
4.006,4.725
3.977,4.692
3.955,4.664
3.935,4.638
3.914,4.602
3.896,4.578
3.88,4.561
3.862,4.547
3.849,4.542
3.838,4.546
3.829,4.556
3.819,4.573
3.813,4.593
3.809,4.622
3.812,4.652
3.808,4.682
3.816,4.709
3.816,4.735
3.82,4.75
3.833,4.76
3.846,4.755
3.852,4.738
3.871,4.709
3.89,4.664
3.91,4.605
3.929,4.536
3.959,4.456
3.984,4.355
4.009,4.252
4.038,4.142
4.062,4.032
4.099,3.922
4.13,3.821
4.163,3.723
4.198,3.646
4.23,3.574
4.268,3.531
4.301,3.504
4.334,3.504
4.367,3.522
4.399,3.561
4.43,3.624
4.461,3.708
4.49,3.809
4.516,3.922
4.543,4.042
4.568,4.165
4.588,4.286
4.603,4.396
4.617,4.491
4.636,4.576
4.649,4.636
4.657,4.668
4.667,4.677
4.669,4.65
4.67,4.598
4.671,4.512
4.672,4.412
4.665,4.279
4.662,4.132
4.646,3.965
4.637,3.794
4.627,3.623
4.606,3.453
4.593,3.29
4.575,3.146
4.558,3.022
4.534,2.919
4.509,2.839
4.487,2.797
4.469,2.78
4.438,2.79
4.412,2.827
4.393,2.889
4.362,2.97
4.337,3.077
4.311,3.188
4.285,3.309
4.257,3.434
4.232,3.56
4.203,3.677
4.179,3.792
4.157,3.887
4.128,3.973
4.102,4.039
4.076,4.093
4.054,4.128
4.032,4.151
4.007,4.158
3.984,4.149
3.961,4.133
3.94,4.114
3.915,4.078
3.895,4.034
3.871,3.996
3.847,3.95
3.825,3.901
3.809,3.863
3.783,3.814
3.77,3.781
3.747,3.742
3.731,3.713
3.711,3.689
3.693,3.668
3.678,3.657
3.659,3.645
3.642,3.644
3.631,3.653
3.615,3.668
3.598,3.685
3.588,3.717
3.575,3.754
3.565,3.798
3.554,3.846
3.546,3.9
3.543,3.959
3.54,4.015
3.532,4.075
3.528,4.127
3.529,4.182
3.531,4.227
3.531,4.259
3.54,4.284
3.543,4.296
3.552,4.29
3.557,4.275
3.571,4.245
3.581,4.2
3.597,4.137
3.616,4.071
3.628,3.989
3.641,3.894
3.664,3.802
3.685,3.702
3.706,3.601
3.727,3.501
3.752,3.408
3.772,3.313
3.798,3.232
3.819,3.157
3.844,3.087
3.867,3.022
3.894,2.975
3.913,2.925
3.934,2.89
3.955,2.859
3.974,2.839
3.998,2.819
4.012,2.805
4.028,2.791
4.041,2.786
4.049,2.779
4.058,2.772
4.069,2.776
4.074,2.784
4.078,2.795
4.078,2.809
4.081,2.839
4.068,2.867
4.066,2.909
4.054,2.955
4.039,3.008
4.031,3.084
4.01,3.154
3.987,3.235
3.969,3.321
3.941,3.411
3.911,3.498
3.887,3.595
3.857,3.682
3.82,3.76
3.79,3.832
3.751,3.894
3.719,3.948
3.677,3.985
3.643,4.012
3.601,4.019
3.559,4.006
3.527,3.989
3.487,3.955
3.446,3.905
3.411,3.84
3.379,3.775
3.339,3.699
3.308,3.619
3.277,3.537
3.246,3.458
3.222,3.378
3.196,3.309
3.172,3.236
3.15,3.179
3.133,3.131
3.117,3.092
3.106,3.07
3.098,3.055
3.089,3.053
3.086,3.065
3.082,3.08
3.085,3.103
3.088,3.14
3.094,3.178
3.104,3.22
3.114,3.262
3.132,3.314
3.145,3.359
3.161,3.4
3.176,3.44
3.196,3.477
3.217,3.512
3.242,3.542
3.263,3.559
3.285,3.575
3.309,3.583
3.335,3.586
3.357,3.584
3.383,3.579
3.402,3.561
3.426,3.543
3.446,3.523
3.471,3.497
3.488,3.464
3.506,3.434
3.529,3.404
3.536,3.357
3.553,3.32
3.559,3.273
3.57,3.227
3.576,3.183
3.58,3.134
3.591,3.093
3.591,3.05
3.589,3.017
3.583,2.976
3.581,2.96
3.572,2.945
3.564,2.948
3.555,2.962
3.541,2.992
3.525,3.039
3.509,3.109
3.494,3.196
3.478,3.307
3.453,3.432
3.435,3.576
3.42,3.739
3.398,3.911
3.375,4.098
3.354,4.282
3.337,4.481
3.314,4.665
3.294,4.846
3.269,5.012
3.258,5.158
3.235,5.277
3.22,5.373
3.206,5.44
3.188,5.467
3.18,5.474
3.173,5.439
3.167,5.373
3.16,5.276
3.155,5.154
3.154,5.011
3.157,4.845
3.162,4.672
3.171,4.49
3.183,4.307
3.192,4.135
3.213,3.97
3.232,3.819
3.257,3.695
3.273,3.591
3.301,3.511
3.334,3.464
3.366,3.444
3.399,3.447
3.445,3.484
3.482,3.54
3.529,3.615
3.565,3.704
3.613,3.808
3.661,3.916
3.708,4.028
3.759,4.135
3.8,4.224
3.858,4.316
3.908,4.382
3.954,4.429
4,4.455
4.054,4.462
4.102,4.444
4.149,4.404
4.19,4.343
4.232,4.256
4.277,4.162
4.314,4.053
4.348,3.935
4.381,3.814
4.417,3.696
4.442,3.573
4.464,3.464
4.486,3.369
4.503,3.288
4.517,3.227
4.53,3.189
4.537,3.167
4.537,3.172
4.54,3.204
4.544,3.259
4.535,3.324
4.527,3.415
4.52,3.52
4.508,3.623
4.487,3.739
4.474,3.854
4.454,3.963
4.428,4.058
4.41,4.139
4.386,4.202
4.363,4.239
4.339,4.253
4.312,4.228
4.281,4.186
4.255,4.104
4.23,4.003
4.208,3.877
4.178,3.723
4.15,3.552
4.129,3.377
4.104,3.189
4.078,2.999
4.056,2.811
4.039,2.643
4.015,2.485
3.993,2.345
3.973,2.234
3.958,2.154
3.93,2.103
3.919,2.088
3.897,2.106
3.877,2.152
3.862,2.234
3.838,2.336
3.82,2.472
3.8,2.626
3.778,2.794
3.757,2.986
3.738,3.179
3.711,3.376
3.69,3.584
3.662,3.786
3.636,3.987
3.611,4.182
3.577,4.364
3.55,4.541
3.518,4.707
3.479,4.853
3.457,5.001
3.42,5.124
3.385,5.238
3.355,5.34
3.32,5.424
3.284,5.495
3.254,5.548
3.224,5.583
3.197,5.606
3.17,5.601
3.143,5.575
3.122,5.531
3.108,5.474
3.089,5.382
3.078,5.272
3.071,5.137
3.069,4.979
3.067,4.809
3.075,4.611
3.084,4.4
3.099,4.176
3.12,3.943
3.148,3.704
3.178,3.461
3.212,3.217
3.255,2.984
3.297,2.765
3.346,2.555
3.403,2.369
3.46,2.204
3.519,2.063
3.588,1.952
3.65,1.872
3.718,1.824
3.788,1.808
3.853,1.817
3.926,1.864
3.995,1.935
4.058,2.032
4.123,2.158
4.189,2.305
4.249,2.462
4.303,2.641
4.358,2.831
4.407,3.025
4.442,3.224
4.481,3.425
4.505,3.613
4.532,3.8
4.549,3.977
4.558,4.14
4.564,4.291
4.556,4.423
4.542,4.533
4.52,4.634
4.498,4.715
4.462,4.781
4.423,4.828
4.374,4.85
4.325,4.868
4.268,4.875
4.205,4.858
4.137,4.832
4.071,4.804
3.996,4.769
3.927,4.726
3.852,4.678
3.776,4.634
3.701,4.589
3.626,4.54
3.554,4.499
3.479,4.455
3.418,4.424
3.349,4.392
3.29,4.362
3.234,4.345
3.183,4.325
3.141,4.312
3.099,4.304
3.074,4.299
3.043,4.292
3.026,4.299
3.012,4.298
3.006,4.303
3.01,4.31
3.023,4.322
3.037,4.333
3.064,4.35
3.089,4.358
3.125,4.381
3.168,4.394
3.216,4.419
3.264,4.437
3.319,4.459
3.378,4.484
3.441,4.512
3.505,4.538
3.57,4.565
3.641,4.587
3.707,4.607
3.777,4.633
3.841,4.649
3.915,4.659
3.982,4.671
4.048,4.677
4.118,4.686
4.174,4.683
4.24,4.678
4.296,4.671
4.347,4.656
4.399,4.642
4.45,4.625
4.5,4.609
4.537,4.583
4.573,4.561
4.608,4.535
4.64,4.504
4.668,4.474
4.69,4.432
4.714,4.388
4.73,4.336
4.743,4.273
4.754,4.199
4.77,4.122
4.776,4.024
4.782,3.92
4.785,3.799
4.787,3.669
4.785,3.528
4.79,3.388
4.789,3.237
4.777,3.085
4.775,2.942
4.768,2.805
4.758,2.682
4.748,2.578
4.743,2.498
4.731,2.45
4.716,2.427
4.701,2.435
4.688,2.485
4.672,2.567
4.651,2.682
4.63,2.841
4.609,3.026
4.584,3.235
4.564,3.469
4.539,3.715
4.506,3.975
4.477,4.234
4.448,4.484
4.412,4.725
4.378,4.952
4.342,5.147
4.306,5.312
4.262,5.435
4.223,5.528
4.186,5.58
4.143,5.585
4.097,5.551
4.06,5.484
4.012,5.379
3.974,5.244
3.928,5.077
3.887,4.897
3.854,4.701
3.814,4.494
3.779,4.287
3.746,4.08
3.716,3.882
3.685,3.702
3.665,3.536
3.638,3.39
3.621,3.27
3.607,3.176
3.596,3.104
3.586,3.054
3.586,3.03
3.58,3.028
3.586,3.04
3.595,3.079
3.605,3.119
3.619,3.175
3.634,3.235
3.655,3.301
3.677,3.363
3.698,3.419
3.732,3.482
3.758,3.535
3.788,3.586
3.82,3.623
3.853,3.66
3.88,3.692
3.911,3.719
3.948,3.758
3.974,3.779
4.004,3.813
4.032,3.854
4.059,3.899
4.083,3.956
4.102,4.017
4.12,4.087
4.137,4.161
4.149,4.247
4.158,4.334
4.167,4.424
4.168,4.512
4.17,4.593
4.167,4.67
4.159,4.728
4.155,4.777
4.138,4.797
4.126,4.805
4.11,4.778
4.092,4.735
4.076,4.664
4.057,4.575
4.034,4.459
4.01,4.326
3.994,4.183
3.968,4.024
3.945,3.866
3.924,3.708
3.901,3.555
3.881,3.417
3.862,3.295
3.844,3.194
3.831,3.114
3.819,3.065
3.805,3.044
3.798,3.05
3.79,3.082
3.779,3.136
3.782,3.217
3.777,3.307
3.781,3.423
3.785,3.543
3.785,3.666
3.795,3.792
3.805,3.917
3.81,4.033
3.82,4.142
3.837,4.239
3.851,4.324
3.864,4.394
3.872,4.45
3.889,4.495
3.906,4.526
3.917,4.546
3.927,4.557
3.94,4.557
3.954,4.553
3.966,4.541
3.972,4.525
3.982,4.502
3.992,4.477
4,4.449
4.006,4.414
4.01,4.375
4.01,4.329
4.017,4.282
4.019,4.227
4.014,4.161
4.014,4.09
4.019,4.019
4.014,3.934
4.015,3.855
4.009,3.766
4.007,3.676
4.005,3.594
4.007,3.508
4,3.425
3.999,3.349
3.995,3.278
4,3.223
3.997,3.171
3.997,3.138
4,3.11
4.003,3.096
4.008,3.091
4.013,3.102
4.019,3.121
4.023,3.146
4.026,3.179
4.041,3.214
4.042,3.256
4.052,3.304
4.057,3.343
4.062,3.382
4.077,3.424
4.084,3.459
4.095,3.492
4.095,3.511
4.104,3.526
4.108,3.534
4.115,3.534
4.119,3.525
4.117,3.506
4.118,3.477
4.117,3.446
4.112,3.396
4.109,3.355
4.104,3.297
4.09,3.238
4.072,3.166
4.06,3.103
4.048,3.038
4.022,2.968
4.004,2.914
3.979,2.86
3.951,2.819
3.922,2.788
3.895,2.778
3.859,2.779
3.827,2.801
3.791,2.84
3.756,2.902
3.714,2.985
3.677,3.09
3.639,3.216
3.6,3.361
3.559,3.518
3.518,3.691
3.481,3.871
3.437,4.059
3.402,4.246
3.361,4.423
3.327,4.6
3.287,4.754
3.257,4.897
3.222,5.013
3.194,5.107
3.163,5.169
3.139,5.204
3.111,5.205
3.092,5.18
3.079,5.132
3.059,5.046
3.05,4.946
3.041,4.824
3.033,4.688
3.033,4.546
3.028,4.392
3.035,4.249
3.04,4.111
3.049,3.985
3.063,3.877
3.075,3.785
3.094,3.72
3.115,3.683
3.144,3.676
3.168,3.687
3.198,3.731
3.228,3.798
3.265,3.885
3.3,3.994
3.337,4.107
3.377,4.234
3.418,4.367
3.465,4.495
3.51,4.619
3.554,4.731
3.601,4.829
3.652,4.919
3.7,4.979
3.743,5.017
3.793,5.029
3.844,5.025
3.893,4.997
3.937,4.946
3.988,4.878
4.034,4.791
4.081,4.695
4.126,4.585
4.166,4.468
4.209,4.347
4.252,4.221
4.293,4.103
4.331,3.991
4.365,3.877
4.399,3.773
4.435,3.678
4.464,3.593
4.493,3.521
4.523,3.462
4.54,3.399
4.564,3.355
4.586,3.322
4.6,3.297
4.614,3.272
4.626,3.268
4.634,3.258
4.642,3.263
4.646,3.269
4.646,3.291
4.647,3.316
4.643,3.344
4.634,3.386
4.632,3.436
4.617,3.489
4.606,3.553
4.589,3.625
4.57,3.695
4.553,3.78
4.532,3.864
4.507,3.951
4.484,4.039
4.458,4.128
4.425,4.207
4.396,4.282
4.369,4.355
4.332,4.411
4.302,4.464
4.264,4.498
4.238,4.529
4.201,4.537
4.164,4.539
4.131,4.522
4.099,4.503
4.062,4.462
4.03,4.419
3.999,4.366
3.965,4.305
3.935,4.24
3.908,4.178
3.883,4.113
3.862,4.044
3.835,3.981
3.814,3.917
3.795,3.857
3.782,3.804
3.768,3.747
3.754,3.698
3.746,3.649
3.742,3.602
3.739,3.556
3.734,3.504
3.738,3.463
3.741,3.416
3.751,3.373
3.759,3.323
3.766,3.278
3.781,3.235
3.795,3.192
3.808,3.152
3.829,3.116
3.847,3.092
3.862,3.068
3.887,3.058
3.907,3.054
3.928,3.061
3.948,3.078
3.968,3.108
3.989,3.139
4.003,3.179
4.022,3.231
4.04,3.296
4.053,3.357
4.066,3.419
4.075,3.483
4.081,3.541
4.086,3.601
4.085,3.646
4.086,3.691
4.081,3.725
4.076,3.752
4.06,3.765
4.049,3.774
4.036,3.773
4.015,3.77
3.994,3.768
3.962,3.756
3.934,3.753
3.902,3.752
3.875,3.758
3.832,3.776
3.796,3.81
3.756,3.853
3.72,3.917
3.672,3.996
3.636,4.091
3.59,4.207
3.545,4.332
3.502,4.476
3.466,4.63
3.428,4.792
3.381,4.949
3.349,5.114
3.314,5.266
3.284,5.416
3.253,5.545
3.231,5.657
3.201,5.745
3.19,5.813
3.176,5.848
3.168,5.855
3.163,5.826
3.17,5.772
3.168,5.679
3.179,5.563
3.198,5.418
3.214,5.247
3.247,5.061
3.275,4.86
3.314,4.641
3.352,4.418
3.405,4.201
3.449,3.98
3.512,3.769
3.568,3.574
3.632,3.391
3.696,3.223
3.764,3.078
3.83,2.95
3.906,2.845
3.982,2.761
4.052,2.695
4.132,2.655
4.199,2.621
4.274,2.613
4.351,2.615
4.417,2.624
4.49,2.65
4.552,2.674
4.614,2.707
4.676,2.748
4.729,2.796
4.778,2.839
4.829,2.897
4.868,2.949
4.901,3.013
4.928,3.078
4.947,3.145
4.967,3.223
4.978,3.307
4.98,3.393
4.978,3.478
4.967,3.568
4.951,3.655
4.932,3.745
4.901,3.824
4.863,3.893
4.83,3.957
4.781,4.007
4.729,4.044
4.674,4.063
4.619,4.058
4.556,4.036
4.486,3.991
4.417,3.93
4.345,3.855
4.275,3.762
4.193,3.656
4.119,3.545
4.041,3.428
3.967,3.312
3.889,3.202
3.809,3.094
3.738,3.009
3.664,2.938
3.597,2.885
3.53,2.863
3.466,2.863
3.408,2.895
3.346,2.944
3.296,3.025
3.249,3.125
3.2,3.243
3.162,3.38
3.131,3.533
3.094,3.687
3.069,3.843
3.045,3.998
3.031,4.147
3.02,4.281
3.012,4.395
3.006,4.494
3.01,4.567
3.012,4.615
3.022,4.634
3.033,4.627
3.046,4.589
3.068,4.534
3.091,4.449
3.114,4.341
3.143,4.217
3.167,4.076
3.199,3.924
3.227,3.767
3.263,3.608
3.298,3.451
3.333,3.301
3.364,3.151
3.404,3.019
3.434,2.898
3.468,2.798
3.504,2.712
3.538,2.65
3.569,2.606
3.603,2.581
3.633,2.576
3.661,2.591
3.689,2.618
3.715,2.664
3.737,2.716
3.76,2.78
3.774,2.847
3.796,2.92
3.809,2.998
3.826,3.077
3.838,3.15
3.847,3.224
3.858,3.292
3.862,3.355
3.864,3.414
3.861,3.459
3.866,3.501
3.859,3.541
3.856,3.568
3.845,3.591
3.836,3.607
3.824,3.618
3.808,3.626
3.793,3.625
3.776,3.616
3.759,3.603
3.736,3.586
3.718,3.568
3.693,3.544
3.669,3.511
3.64,3.473
3.613,3.44
3.583,3.396
3.559,3.358
3.533,3.317
3.507,3.278
3.477,3.244
3.449,3.216
3.42,3.197
3.395,3.191
3.368,3.19
3.343,3.203
3.316,3.228
3.295,3.268
3.271,3.318
3.248,3.376
3.232,3.445
3.213,3.526
3.199,3.606
3.186,3.688
3.17,3.768
3.162,3.842
3.154,3.908
3.15,3.959
3.143,3.997
3.144,4.02
3.143,4.021
3.148,4.009
3.152,3.977
3.159,3.921
3.169,3.856
3.178,3.777
3.192,3.691
3.201,3.588
3.22,3.493
3.233,3.396
3.251,3.304
3.271,3.225
3.29,3.154
3.306,3.097
3.326,3.058
3.343,3.038
3.368,3.036
3.384,3.047
3.4,3.076
3.416,3.118
3.434,3.178
3.444,3.241
3.461,3.32
3.474,3.4
3.483,3.481
3.495,3.563
3.501,3.651
3.507,3.736
3.513,3.824
3.519,3.909
3.518,3.994
3.517,4.076
3.516,4.162
3.514,4.249
3.507,4.337
3.506,4.431
3.5,4.527
3.498,4.626
3.491,4.723
3.487,4.819
3.48,4.912
3.468,4.992
3.467,5.066
3.462,5.122
3.45,5.155
3.449,5.17
3.447,5.16
3.444,5.119
3.447,5.049
3.45,4.952
3.453,4.822
3.461,4.66
3.466,4.472
3.48,4.266
3.492,4.041
3.506,3.804
3.529,3.565
3.55,3.326
3.577,3.103
3.599,2.89
3.625,2.699
3.66,2.54
3.695,2.411
3.726,2.314
3.76,2.257
3.806,2.239
3.842,2.252
3.883,2.293
3.925,2.365
3.966,2.46
4.008,2.572
4.046,2.69
4.089,2.816
4.129,2.931
4.168,3.04
4.204,3.131
4.239,3.202
4.27,3.246
4.302,3.265
4.33,3.261
4.349,3.222
4.374,3.16
4.39,3.076
4.406,2.977
4.411,2.858
4.412,2.733
4.41,2.602
4.405,2.482
4.394,2.367
4.38,2.266
4.355,2.179
4.331,2.113
4.302,2.071
4.267,2.06
4.223,2.065
4.178,2.1
4.131,2.156
4.079,2.246
4.021,2.346
3.957,2.459
3.894,2.593
3.826,2.733
3.755,2.879
3.683,3.033
3.611,3.191
3.531,3.338
3.458,3.488
3.376,3.629
3.302,3.771
3.223,3.905
3.149,4.029
3.072,4.149
3,4.257
2.93,4.36
2.86,4.455
2.789,4.539
2.729,4.618
2.669,4.687
2.618,4.746
2.569,4.795
2.523,4.829
2.482,4.854
2.448,4.866
2.418,4.859
2.396,4.845
2.371,4.802
2.36,4.75
2.358,4.684
2.355,4.601
2.358,4.502
2.375,4.397
2.388,4.28
2.412,4.156
2.44,4.028
2.468,3.899
2.507,3.777
2.547,3.653
2.593,3.543
2.644,3.447
2.698,3.364
2.755,3.297
2.819,3.258
2.878,3.237
2.943,3.237
3.007,3.255
3.075,3.301
3.144,3.366
3.211,3.45
3.28,3.544
3.351,3.661
3.422,3.793
3.483,3.921
3.548,4.06
3.611,4.202
3.677,4.347
3.738,4.48
3.8,4.611
3.849,4.723
3.902,4.825
3.951,4.909
3.997,4.972
4.04,5.017
4.082,5.035
4.121,5.037
4.156,5.009
4.189,4.96
4.216,4.881
4.241,4.78
4.268,4.662
4.286,4.508
4.307,4.347
4.324,4.167
4.337,3.972
4.35,3.763
4.36,3.551
4.364,3.332
4.372,3.121
4.376,2.908
4.383,2.709
4.385,2.519
4.385,2.348
4.387,2.204
4.385,2.082
4.386,1.984
4.379,1.917
4.378,1.887
4.369,1.886
4.369,1.913
4.361,1.972
4.351,2.062
4.344,2.179
4.332,2.318
4.316,2.474
4.303,2.65
4.295,2.838
4.275,3.034
4.252,3.225
4.23,3.423
4.205,3.609
4.182,3.791
4.155,3.963
4.123,4.118
4.088,4.261
4.052,4.389
4.012,4.5
3.969,4.597
3.925,4.679
3.881,4.751
3.83,4.808
3.78,4.86
3.727,4.909
3.673,4.953
3.621,4.997
3.56,5.038
3.509,5.081
3.453,5.133
3.398,5.187
3.343,5.239
3.293,5.298
3.235,5.355
3.184,5.407
3.143,5.465
3.101,5.516
3.06,5.555
3.03,5.595
3.002,5.614
2.976,5.621
2.957,5.612
2.948,5.585
2.939,5.536
2.937,5.471
2.947,5.382
2.961,5.272
2.982,5.142
3.011,4.999
3.051,4.838
3.092,4.659
3.146,4.472
3.199,4.277
3.266,4.078
3.34,3.873
3.41,3.67
3.495,3.481
3.579,3.293
3.672,3.116
3.761,2.952
3.862,2.807
3.959,2.682
4.06,2.576
4.163,2.493
4.262,2.43
4.365,2.392
4.459,2.373
4.554,2.371
4.648,2.397
4.736,2.436
4.82,2.499
4.899,2.579
4.971,2.664
5.032,2.768
5.092,2.879
5.141,2.992
5.182,3.111
5.215,3.236
5.242,3.36
5.25,3.478
5.26,3.593
5.257,3.708
5.241,3.806
5.217,3.903
5.19,3.998
5.151,4.079
5.104,4.152
5.046,4.218
4.982,4.279
4.914,4.331
4.841,4.38
4.758,4.423
4.668,4.459
4.58,4.496
4.488,4.531
4.393,4.563
4.295,4.594
4.198,4.626
4.095,4.647
4.003,4.673
3.902,4.696
3.809,4.711
3.72,4.728
3.629,4.731
3.545,4.724
3.466,4.711
3.393,4.686
3.33,4.654
3.269,4.607
3.22,4.552
3.17,4.479
3.138,4.401
3.104,4.309
3.08,4.211
3.065,4.104
3.059,3.995
3.057,3.88
3.072,3.781
3.083,3.677
3.108,3.579
3.144,3.494
3.175,3.418
3.219,3.353
3.271,3.308
3.321,3.276
3.384,3.258
3.444,3.246
3.504,3.246
3.577,3.254
3.644,3.265
3.718,3.284
3.791,3.299
3.861,3.305
3.931,3.306
4.004,3.297
4.068,3.271
4.136,3.236
4.193,3.181
4.255,3.114
4.31,3.032
4.355,2.937
4.4,2.837
4.444,2.738
4.477,2.634
4.5,2.535
4.521,2.453
4.532,2.375
4.547,2.331
4.545,2.305
4.539,2.314
4.522,2.347
4.509,2.421
4.487,2.53
4.453,2.663
4.419,2.834
4.378,3.028
4.33,3.244
4.279,3.484
4.227,3.731
4.166,3.984
4.101,4.229
4.042,4.465
3.972,4.687
3.907,4.884
3.836,5.045
3.768,5.177
3.698,5.269
3.636,5.326
3.561,5.322
3.497,5.287
3.43,5.206
3.377,5.09
3.313,4.933
3.26,4.751
3.211,4.534
3.165,4.302
3.121,4.056
3.082,3.803
3.053,3.553
3.026,3.313
3.004,3.086
2.986,2.876
2.975,2.698
2.97,2.549
2.969,2.434
2.969,2.35
2.981,2.312
2.999,2.311
3.011,2.35
3.033,2.426
3.06,2.536
3.084,2.675
3.12,2.839
3.154,3.027
3.188,3.229
3.23,3.445
3.27,3.663
3.308,3.871
3.35,4.076
3.398,4.269
3.438,4.441
3.48,4.587
3.524,4.707
3.565,4.795
3.605,4.852
3.642,4.869
3.677,4.859
3.717,4.809
3.751,4.728
3.781,4.619
3.814,4.486
3.838,4.327
3.861,4.153
3.882,3.961
3.904,3.763
3.926,3.56
3.937,3.355
3.954,3.161
3.962,2.968
3.969,2.79
3.979,2.627
3.982,2.473
3.985,2.346
3.984,2.232
3.984,2.138
3.98,2.068
3.978,2.014
3.972,1.982
3.965,1.966
3.956,1.967
3.949,1.994
3.931,2.027
3.921,2.077
3.911,2.15
3.891,2.232
3.88,2.329
3.858,2.446
3.838,2.566
3.82,2.705
3.799,2.85
3.773,3.009
3.751,3.176
3.727,3.347
3.699,3.53
3.674,3.715
3.642,3.896
3.611,4.081
3.582,4.258
3.546,4.419
3.516,4.573
3.483,4.717
3.446,4.84
3.411,4.942
3.375,5.019
3.34,5.08
3.302,5.107
3.265,5.109
3.236,5.084
3.194,5.036
3.164,4.966
3.127,4.869
3.097,4.75
3.067,4.616
3.045,4.47
3.018,4.314
2.995,4.153
2.975,3.992
2.955,3.831
2.945,3.683
2.935,3.542
2.93,3.417
2.924,3.309
2.927,3.222
2.936,3.16
2.95,3.122
2.96,3.108
2.978,3.116
3,3.147
3.029,3.202
3.055,3.27
3.089,3.356
3.133,3.466
3.167,3.571
3.213,3.69
3.258,3.806
3.307,3.918
3.362,4.025
3.41,4.121
3.461,4.204
3.511,4.266
3.569,4.316
3.624,4.35
3.674,4.356
3.725,4.345
3.778,4.318
3.824,4.273
3.877,4.216
3.918,4.145
3.959,4.068
4,3.991
4.037,3.911
4.067,3.832
4.098,3.762
4.127,3.708
4.151,3.664
4.17,3.633
4.181,3.614
4.198,3.613
4.204,3.626
4.214,3.659
4.213,3.691
4.213,3.744
4.207,3.793
4.2,3.847
4.19,3.902
4.18,3.95
4.161,3.984
4.149,4.013
4.131,4.025
4.109,4.021
4.092,3.996
4.072,3.962
4.051,3.916
4.032,3.852
4.005,3.772
3.982,3.689
3.967,3.604
3.944,3.521
3.926,3.439
3.908,3.371
3.891,3.314
3.876,3.275
3.857,3.254
3.847,3.259
3.835,3.282
3.821,3.33
