GENYRRET,GENSTAT,FUELG1,CFACT,NAMEPCAP,Age,Plant Name,GENNTAN,SUBRGN,PSTATABB,Date of Last Unit or Planned Retirement,Retirement Status,Average Capacity Factor,source,ORISPL,Generator Size Weighted Capacity Factor (%),Generator Size Weighted Age,Percent_Capacity_Retiring,2022 SO2 Emissions (tons),2022 SO2 Emission Rate (lb/mmBtu),2022 NOX Emissions (tons),2022 NOX Emission Rate (lb/mmBtu),2022 CO2 Emissions (tons),2022 CO2 Emission Rate (lb/mmBtu),LAT,LON,State coal generation percent (resource mix),State gas generation percent (resource mix),eGRID subregion coal generation percent (resource mix),eGRID subregion gas generation percent (resource mix),eGRID subregion wind generation percent (resource mix),eGRID subregion solar generation percent (resource mix),Forward Costs,Difference between cheapest renewables and coal ($/MWh),Renewables or Coal,Percent difference between cheapest renewables and coal (%),Cheapest Renewable Resource,Ownership Type,total population (ACS2018),National percentile for Demographic Index,National percentile for People of Color Population,National percentile for Low Income Population,National percentile for Population with Less Than High School Education,Total Nameplate Capacity (MW),Mapped Fuel Type,ret_STATUS
[2021.0],['RE'],['BIT'],[0.138],[363.8],,C D McIntosh Jr,438646.0,FRCC,FL,2021.0,RE,0.138,2021,676,,,1.0,432.753,0.044,531.807,0.054,1361224.196,137.236,28.0801,-81.9229,0.074678734025661,0.740780814427665,0.0774167343872345,0.735206632639374,0.0,0.0364281756334415,55.33704630120637,80.69729263075386,renewables,-0.4582869528581005,,,34855.0,74.0,65.0,76.0,72.0,363.8,BIT,2.0
[2023.0],['RE'],['SUB'],[-0.003],[274.5],48.0,Lansing,-7651.0,MROW,IA,2023.0,RE,-0.003,2023,1047,,,1.0,0.0,,0.0,,0.0,,43.3359,-91.1675,0.235,0.147,0.352,0.131,0.376,0.012,40.580388,22.889377,renewables,0.564050225443877,regional wind,Investor Owned,330.0,34.0,6.0,63.0,40.0,274.5,SUB,2.0
"[2021.0, 2021.0]","['RE', 'RE']","['BIT', 'BIT']","[0.01, 0.01]","[150.0, 150.0]",,R Gallagher,25590.0,RFCW,IN,2021.0,RE,0.01,2021,1008,,,1.0,117.228,0.68,68.73,0.399,35369.472,205.207,38.2636,-85.8381,0.578453961982309,0.293217129899596,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,397.81255802033627,764.406671351959,renewables,-0.9215247380724525,,,,,,,,150.0,BIT,2.0
[nan],['RE'],['BIT'],[-0.055],[96.0],,Robert A Reid,-45973.0,SRTV,KY,2020.0,RE,-0.055,2022,1383,,,1.0,0.634,0.06,7.393,0.7,1234.575,116.89,37.6461,-87.5019,0.680483203105282,0.24466200504587,0.291814009366306,0.304131255384874,6.91664611953284e-05,0.00668608659590756,,,,,,,,,,,,96.0,BIT,2.0
"[2020.0, 2020.0]","['RE', 'RE']","['BIT', 'BIT']","[0.0, 0.182]","[163.2, 282.1]",,Elmer Smith,450873.0,SRTV,KY,2020.0,RE,0.091,2020,1374,,,1.0,586.9,0.239,709.689,0.289,504216.5,205.2,37.7942,-87.0608,0.687067850857494,0.226069481219984,0.271935577210541,0.281144164097673,0.000185236166255104,0.00262096151756318,35.75461227592406,38.11141161998692,renewables,-0.0659159530489398,,,,,,,,222.65,BIT,2.0
"[2022.0, 2022.0]","['RE', 'RE']","['BIT', 'BIT']","[0.139, 0.087]","[626.0, 626.0]",54.5,Morgantown Generating Plant,1241253.0,RFCE,MD,2022.0,RE,0.113,2022,1573,,,1.0,738.542,0.109,343.46,0.051,1390001.887,204.917,38.3592,-76.9767,0.124926092754976,0.375490580877518,0.0880147183486502,0.502192761547191,0.0104263240072309,0.00869230114071877,83.023031,56.90316,renewables,0.685390057609436,local solar,IPP,1573.0,54.0,65.0,39.0,32.0,626.0,BIT,2.0
"[2017.0, 2017.0, 2020.0]","['RE', 'RE', 'RE']","['BIT', 'BIT', 'BIT']","[nan, nan, 0.045]","[704.0, 704.0, 1150.2]",,Paradise,456604.0,SRTV,KY,2020.0,RE,0.045,2020,1378,,,1.0,394.77,0.015,1526.259,0.059,3316502.112,127.279,37.2608,-86.9783,0.687067850857494,0.226069481219984,0.271935577210541,0.281144164097673,0.000185236166255104,0.00262096151756318,32.57565627954859,31.753499627235975,coal,0.025238375713976777,,,0.0,0.0,0.0,0.0,0.0,852.7333333333332,BIT,2.0
"[2023.0, 2023.0, 2023.0, 2023.0]","['RE', 'RE', 'RE', 'RE']","['SUB', 'SUB', 'SUB', 'SUB']","[0.368, 0.0, 0.134, 0.0]","[136.0, 136.0, 136.0, 136.0]",65.0,Dan E Karn,598718.0,RFCM,MI,2023.0,RE,0.1255,2023,1702,,,1.0,240.824,0.061,260.524,0.066,789074.466,200.47,43.644996,-83.840074,0.194,0.445,0.255,0.494,0.087,0.013,36.186975,17.343361999999996,renewables,0.47927084261671493,regional wind,Investor Owned,11142.0,35.0,22.0,55.0,54.0,136.0,SUB,2.0
"[2020.0, 2020.0, 2020.0]","['RE', 'RE', 'RE']","['BIT', 'BIT', 'BIT']","[nan, nan, nan]","[205.0, 205.0, 192.0]",,Kenneth C Coleman,0.0,SRTV,KY,2020.0,RE,,2020,1381,,,1.0,,,,,,,37.9631,-86.7911,0.687067850857494,0.226069481219984,0.271935577210541,0.281144164097673,0.000185236166255104,0.00262096151756318,,,,,,,,,,,,200.66666666666666,BIT,2.0
"[2022.0, 2022.0, 2022.0, 2022.0]","['RE', 'RE', 'RE', 'RE']","['RC', 'RC', 'RC', 'RC']","[0.137, 0.099, 0.163, 0.172]","[156.2, 156.2, 352.7, 544.5]",65.75,St Clair,1647344.0,RFCM,MI,2022.0,RE,0.14275,2022,1743,,,1.0,6272.805,0.705,1761.001,0.198,1865904.41,209.76,42.7642,-82.4719,0.295692079483594,0.346521827693506,0.36582336855273,0.384905562289559,0.0940934769746737,0.00866330468218422,38.497274,19.516851,renewables,0.5069670907088123,regional wind,Investor Owned,4257.0,12.0,14.0,29.0,46.0,302.4,RC,2.0
"[2021.0, 2021.0]","['OP', 'OP']","['BIT', 'BIT']","[0.053, 0.001]","[364.0, 364.0]",60.5,Chalk Point LLC,171729.0,RFCE,MD,2021.0,RE,0.027,2020,1571,0.027,60.5,0.0,225.7,0.081,275.717,0.099,439272.396,158.41,38.5444,-76.6861,0.0933195414541542,0.390877013060087,0.0857488966527704,0.502843703708912,0.0111152224101612,0.00739238985685663,,,,,,,,,,,,364.0,BIT,1.0
[2022.0],['RE'],['SUB'],[0.123],[535.5],57.0,Trenton Channel,574849.0,RFCM,MI,2022.0,RE,0.123,2022,1745,,,1.0,2428.458,0.747,503.56,0.155,682270.197,209.76,42.1217,-83.1808,0.295692079483594,0.346521827693506,0.36582336855273,0.384905562289559,0.0940934769746737,0.00866330468218422,41.069796,22.436493999999996,renewables,0.5463015691628952,regional wind,Investor Owned,42237.0,21.0,26.0,32.0,35.0,535.5,SUB,2.0
"[2020.0, 2020.0, 2020.0]","['RE', 'RE', 'RE']","['BIT', 'BIT', 'BIT']","[0.041, 0.006, 0.059]","[196.0, 196.0, 196.0]",,Dickerson,181703.0,RFCE,MD,2020.0,RE,0.035333333333333335,2020,1572,,,1.0,129.0,0.09,276.897,0.194,267877.701,187.677,39.2097,-77.4644,0.0933195414541542,0.390877013060087,0.0857488966527704,0.502843703708912,0.0111152224101612,0.00739238985685663,194.64925193359366,352.0367724830316,renewables,-0.8085698711194232,,,1902.0,20.0,49.0,8.0,34.0,196.0,BIT,2.0
"[2022.0, 2022.0]","['RE', 'RE']","['SUB', 'SUB']","[0.011, 0.022]","[289.0, 359.0]",65.0,Meramec,97139.0,SRMW,MO,2022.0,RE,0.0165,2022,2104,,,1.0,309.193,0.216,133.678,0.094,229287.089,160.524,38.4017,-90.3358,0.665721914177564,0.102715119477677,0.591489390942245,0.117781382420121,0.108785523095957,0.011867665808733,62.128849,41.468242000000004,renewables,0.667455500423,regional wind,Investor Owned,28733.0,17.0,21.0,31.0,46.0,324.0,SUB,2.0
[2021.0],['RE'],['SUB'],[0.007],[358.1],,River Rouge,21791.0,RFCM,MI,2021.0,RE,0.007,2021,1740,,,1.0,115.025,0.392,33.368,0.114,30808.713,105.056,42.2739,-83.1119,0.321371802989652,0.264501673831973,0.391281226189101,0.310283632876347,0.0805675947744817,0.00400625196935511,62.05942619716545,88.30515421547744,renewables,-0.42291283736540186,,,49547.0,88.0,80.0,87.0,92.0,358.1,SUB,2.0
"[2022.0, 2022.0]","['RE', 'RE']","['RC', 'RC']","[0.288, 0.445]","[369.0, 555.0]",46.0,San Juan,3096428.0,AZNM,NM,2022.0,RE,0.3665,2022,2451,,,1.0,604.18,0.031,4335.693,0.224,4066777.797,209.747,36.8006,-108.4386,0.325355729785698,0.268718899116874,0.156961527248223,0.442548432579533,0.0740056364172824,0.0704405056251807,31.015643,16.821315,renewables,0.542349388016879,local solar,Investor Owned,68.0,75.0,82.0,53.0,58.0,462.0,RC,2.0
[2020.0],['RE'],['BIT'],[0.047],[80.0],,J B Sims,32663.0,RFCM,MI,2020.0,RE,0.047,2020,1825,,,1.0,33.3,0.187,56.882,0.319,36621.0,205.206,43.0706,-86.235,0.262237598915987,0.341701384049505,0.326576853135964,0.412905998641819,0.0778300580237631,0.00175324044086534,60.631877538083074,94.80585514184067,renewables,-0.5636305354768673,,,,,,,,80.0,BIT,2.0
"[2022.0, 2022.0, 2022.0]","['RE', 'RE', 'RE']","['SUB', 'SUB', 'SUB']","[nan, nan, nan]","[96.0, 217.6, 217.6]",68.66666666666667,Dunkirk Generating Plant,0.0,NYUP,NY,2022.0,RE,,2022,2554,,,1.0,,,,,,,42.491467,-79.346631,0.0,0.479004454071842,0.0,0.292216732992544,0.0523930796951804,0.0157630799537166,,,,,,,,,,,,177.0666666666667,SUB,2.0
[2021.0],['RE'],['SUB'],[0.0],[80.0],,Eckert Station,0.0,RFCM,MI,2021.0,RE,0.0,2021,1831,,,1.0,,,,,,,42.71839,-84.55808,0.321371802989652,0.264501673831973,0.391281226189101,0.310283632876347,0.0805675947744817,0.00400625196935511,161.90684718515857,291.7725180422172,renewables,-0.8021011656693108,,,,,,,,80.0,SUB,2.0
"[2022.0, 2022.0]","['RE', 'RE']","['LIG', 'LIG']","[0.033, 0.054]","[40.0, 75.0]",66.5,R M Heskett,47339.0,MROW,ND,2022.0,RE,0.0435,2022,2790,,,1.0,286.345,0.789,130.484,0.36,74822.597,206.208,46.8669,-100.8836,0.559249265684644,0.0327326188410856,0.379928730345851,0.0827675282906928,0.39775504028595,0.0097960353407363,62.379971,44.799074,renewables,0.7181643928625744,regional wind,Investor Owned,15488.0,25.0,29.0,36.0,42.0,57.5,LIG,2.0
"[2021.0, 2021.0]","['RE', 'RE']","['SUB', 'SUB']","[0.153, 0.079]","[54.4, 75.0]",,Hoot Lake,125032.0,MROW,MN,2021.0,RE,0.11599999999999999,2021,1943,,,1.0,495.214,0.642,228.604,0.296,161846.475,209.761,46.290641,-96.043252,0.266049997834806,0.2162123240102,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,58.60790907262086,91.61112635436807,renewables,-0.5631188316384576,,,,,,,,64.7,SUB,2.0
"[2020.0, 2013.0]","['RE', 'RE']","['SUB', 'SUB']","[0.0, nan]","[212.8, 18.7]",,Asbury,0.0,SPNO,MO,2020.0,RE,0.0,2020,2076,,,1.0,,,,,,,37.361315,-94.58926,0.712329158737126,0.103311979911882,0.370508340866768,0.117468394240184,0.353878812258116,0.00135754839529551,44.22371783405351,61.90841027946901,renewables,-0.3998915810691472,,,,,,,,115.75,SUB,2.0
[2022.0],['RE'],['BIT'],[0.082],[680.0],55.0,Avon Lake,489117.0,RFCW,OH,2022.0,RE,0.082,2022,2836,,,1.0,1554.847,0.673,678.626,0.294,473834.79,205.038,41.504453,-82.054619,0.316570470651395,0.507076881496559,0.313993593790535,0.319849116771056,0.0600034698709481,0.00508856722973635,47.407977,19.983164000000002,renewables,0.4215148011905254,regional wind,IPP,23633.0,22.0,25.0,35.0,27.0,680.0,BIT,2.0
"[2020.0, 2020.0]","['RE', 'RE']","['BIT', 'BIT']","[0.009, -0.001]","[206.6, 207.0]",,Asheville,14622.0,SRVC,NC,2020.0,RE,0.004,2020,2706,,,1.0,13.5,0.001,431.584,0.039,1319492.174,119.74,35.4731,-82.5417,0.167236994175067,0.332984001058717,0.125558827317405,0.388544519021615,0.00466413320892349,0.0342638269845549,,,,,,,,,,,,206.8,BIT,2.0
"[2023.0, 2023.0, 2023.0]","['RE', 'RE', 'RE']","['BIT', 'BIT', 'BIT']","[-0.001, 0.121, 0.03]","[334.0, 680.0, 680.0]",56.0,W H Sammis,896213.0,RFCW,OH,2023.0,RE,0.049999999999999996,2023,2866,,,1.0,324.044,0.058,510.429,0.091,1180104.483,209.76,40.5317,-80.6319,0.236,0.591,0.25,0.378,0.055,0.008,37.43028,12.109060000000003,renewables,0.323509735967778,regional wind,IPP,3756.0,31.0,10.0,57.0,65.0,564.6666666666666,BIT,2.0
"[2005.0, 2005.0, 2012.0, 2020.0, 2019.0, 2019.0]","['RE', 'RE', 'RE', 'RE', 'RE', 'RE']","['BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT']","[nan, nan, nan, 0.146, 0.0, 0.0]","[148.0, 136.0, 161.5, 841.5, 443.9, 443.9]",,Conesville,1074494.0,RFCW,OH,2020.0,RE,0.048666666666666664,2020,2840,,,1.0,1101.1,0.186,460.514,0.078,1213470.35,205.067,40.1842,-81.8811,0.37197731513175,0.43291205967722,0.321097899211654,0.293608789301972,0.0483919828099897,0.00146613409787443,41.49284524006848,46.00144605583337,renewables,-0.10865971686634437,,,,,,,,362.4666666666667,BIT,2.0
[2023.0],['RE'],['BIT'],[0.091],[950.0],58.0,Bull Run,755288.0,SRTV,TN,2023.0,RE,0.091,2023,3396,,,1.0,348.144,0.079,446.954,0.102,901593.139,205.2,36.0211,-84.1567,0.202,0.191,0.281,0.297,0.0,0.008,67.203474,46.176283999999995,renewables,0.6871115621195415,local solar,Federal,11837.0,38.0,22.0,59.0,57.0,950.0,BIT,2.0
[2021.0],['RE'],['SUB'],[0.134],[345.6],,Genoa,406868.0,MROW,WI,2021.0,RE,0.134,2021,4143,,,1.0,131.777,0.059,276.009,0.124,466839.599,209.76,43.5589,-91.2325,0.427155986913532,0.331681515035916,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,45.07245636149928,57.04303022718336,renewables,-0.26558512297788367,,,,,,,,345.6,SUB,2.0
"[2023.0, 2023.0]","['RE', 'RE']","['BIT', 'BIT']","[0.038, 0.052]","[359.0, 693.9]",58.5,Chesterfield Power Station,433894.0,SRVC,VA,2023.0,RE,0.045,2023,3797,,,1.0,187.946,0.018,1115.992,0.11,1419057.711,139.652,37.3822,-77.3833,0.015,0.55,0.105,0.39,0.004,0.06,55.296808,30.019506,renewables,0.5428795455969176,local solar,Investor Owned,11673.0,53.0,64.0,38.0,50.0,526.45,BIT,2.0
[2020.0],['RE'],['BIT'],[0.025],[655.1],,Somerset Operating Co LLC,145586.0,NYUP,NY,2020.0,RE,0.025,2020,6082,,,1.0,460.4,0.542,247.504,0.291,174360.0,205.201,43.358889,-78.604722,0.00111022031885176,0.409158702123488,0.00169739114504877,0.259063707251115,0.0534139880947527,0.00726605851054264,82.3397156182977,133.7153663380377,renewables,-0.6239473908059407,,,,,,,,655.1,BIT,2.0
"[nan, nan]","['OP', 'OP']","['BIT', 'BIT']","[0.371, 0.394]","[684.0, 684.0]",45.5,Pleasants Power Station,4583015.0,RFCW,WV,2023.0,OP,0.3825,2023,6004,0.3825,45.5,0.0,6987.518,0.286,4560.565,0.187,5007567.61,205.2,39.366667,-81.294444,0.857,0.07,0.25,0.378,0.055,0.008,31.577244,10.367991,renewables,0.3283374255207326,regional wind,IPP,1636.0,37.0,7.0,65.0,58.0,684.0,BIT,1.0
[2021.0],['RE'],['LIG'],[0.148],[50.0],,Lewis & Clark,64733.0,MROW,MT,2021.0,RE,0.148,2021,6089,,,1.0,5.844,0.013,168.601,0.379,96367.306,216.449,47.6785,-104.15665,0.435966310755369,0.0211763074463284,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,55.010127473943186,87.0276634265434,renewables,-0.5820298447366088,,,5984.0,36.0,30.0,51.0,33.0,50.0,LIG,2.0
[2022.0],['RE'],['RC'],[0.244],[1425.6],34.0,W H Zimmer,3046993.0,RFCW,OH,2022.0,RE,0.244,2022,6019,,,1.0,6285.967,0.384,3697.243,0.226,3356444.99,205.188,38.8675,-84.2289,0.316570470651395,0.507076881496559,0.313993593790535,0.319849116771056,0.0600034698709481,0.00508856722973635,35.176863,11.878473999999997,renewables,0.33767860425757684,local solar,IPP,1990.0,18.0,7.0,41.0,61.0,1425.6,RC,2.0
[2020.0],['RE'],['SUB'],[0.29],[642.2],,Boardman,1632318.0,NWPP,OR,2020.0,RE,0.29,2020,6106,,,1.0,2576.6,0.291,1707.342,0.193,1857983.625,209.76,45.693182,-119.808819,0.0256210691233391,0.298936949552208,0.183052104975189,0.185357119036468,0.101300595095962,0.0170010254896536,42.67261999413228,51.05431215506126,renewables,-0.19641850352946486,,,,,,,,642.2,SUB,2.0
"[2022.0, 2022.0]","['RE', 'RE']","['BIT', 'BIT']","[0.07, 0.038]","[952.0, 952.0]",48.0,Wansley,898227.0,SRSO,GA,2022.0,RE,0.054000000000000006,2022,6052,,,1.0,581.687,0.108,456.907,0.085,1103536.003,205.197,33.41342,-85.032329,0.132647552359144,0.473155708569096,0.176776056811897,0.538428509547831,0.0,0.0319168099671422,83.560391,63.648055,renewables,0.7617012586741008,local solar,Investor Owned,694.0,46.0,30.0,64.0,67.0,952.0,BIT,2.0
[2020.0],['RE'],['BIT'],[0.0],[395.4],,Indiantown Cogeneration LP,0.0,FRCC,FL,2020.0,RE,0.0,2020,50976,,,1.0,,,,,,,27.0389,-80.5125,0.0661843024417105,0.755323927341199,0.0657792529809516,0.752940334168819,0.0,0.0254589345175595,,,,,,,,,,,,395.4,BIT,2.0
"[2023.0, 2023.0]","['RE', 'RE']","['BIT', 'BIT']","[0.327, 0.427]","[265.2, 265.2]",42.5,A B Brown Generating Station,1751394.0,RFCW,IN,2023.0,RE,0.377,2023,6137,,,1.0,2718.321,0.255,1116.967,0.105,2167645.051,203.532,37.9053,-87.715,0.455,0.387,0.25,0.378,0.055,0.008,42.542891,20.643496999999996,renewables,0.48523963733447256,local solar,Investor Owned,1667.0,25.0,8.0,50.0,51.0,265.2,BIT,2.0
[nan],['OP'],['BIT'],[0.051],[293.0],46.0,R D Green,130809.0,SRTV,KY,2022.0,OP,0.051,2023,6639,0.051,46.0,0.0,0.596,0.001,79.467,0.08,117995.361,118.855,37.6461,-87.5,0.686,0.239,0.281,0.297,0.0,0.008,36.360118,15.698304,renewables,0.43174513350039184,local solar,Cooperative,904.0,40.0,26.0,59.0,62.0,293.0,BIT,1.0
[2021.0],['RE'],['BIT'],[0.04],[258.3],,Birchwood Power,90415.0,SRVC,VA,2021.0,RE,0.04,2021,54304,,,1.0,47.78,0.094,49.608,0.097,104810.073,205.199,38.2667,-77.3147,0.032388652311711,0.574492873921185,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,166.4891725441887,296.1325199485405,renewables,-0.7786893611351364,,,,,,,,258.3,BIT,2.0
[2023.0],['RE'],['LIG'],[0.138],[721.0],40.0,H W Pirkey Power Plant,871741.0,SPSO,TX,2023.0,RE,0.138,2023,7902,,,1.0,367.642,0.079,822.329,0.176,1015416.612,217.74,32.4607,-94.4852,0.131,0.514,0.166,0.448,0.333,0.004,72.064371,52.299673,renewables,0.7257355094378053,local solar,Investor Owned,390.0,52.0,49.0,56.0,63.0,721.0,LIG,2.0
"[2021.0, 2021.0]","['RE', 'RE']","['BIT', 'BIT']","[nan, nan]","[364.0, 364.0]",,Chalk Point Steam,0.0,RFCE,MD,2021.0,RE,,2021,65285,,,1.0,,,,,,,38.5444,-76.6861,0.135555029318402,0.364423040453014,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,,,,,,,,,,,,364.0,BIT,2.0
[2022.0],['RE'],['BIT'],[0.082],[637.0],55.0,Cheswick Power Plant,458187.0,RFCW,PA,2022.0,RE,0.082,2022,8226,,,1.0,464.597,0.181,289.561,0.113,523379.815,204.272,40.5383,-79.7906,0.10000649839503,0.543976587439684,0.313993593790535,0.319849116771056,0.0600034698709481,0.00508856722973635,44.420204,24.609184,renewables,0.5540088019406665,regional wind,IPP,31920.0,34.0,28.0,50.0,32.0,637.0,BIT,2.0
"[2023.0, 2023.0]","['RE', 'RE']","['SUB', 'SUB']","[0.0, 0.0]","[84.0, 84.0]",68.0,Taconite Harbor Energy Center,0.0,MROW,MN,2023.0,RE,0.0,2023,10075,,,1.0,0.0,,0.0,,0.0,,47.5314,-90.9114,0.223,0.241,0.352,0.131,0.376,0.012,,,,,,,,,,,,84.0,SUB,2.0
